,preco,quartos,suites,vagas,m2,bairro,zona_centro,zona_leste,zona_norte,zona_oeste,zona_sul
0,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
1,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
2,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
3,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
4,957000,2,0,1,222,Ipiranga,1,0,0,0,0
5,636000,2,0,3,216,Ipiranga,1,0,0,0,0
6,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
7,595000,3,1,3,140,Ipiranga,1,0,0,0,0
8,470000,3,0,2,150,Ipiranga,1,0,0,0,0
9,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
10,350000,2,0,1,120,Ipiranga,1,0,0,0,0
11,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
12,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
13,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
14,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
15,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
16,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
17,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
18,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
19,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
20,850000,3,1,3,167,Ipiranga,1,0,0,0,0
21,620000,3,0,3,200,Brás,1,0,0,0,0
22,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
23,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
24,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
25,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
26,957000,2,0,1,222,Ipiranga,1,0,0,0,0
27,636000,2,0,3,216,Ipiranga,1,0,0,0,0
28,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
29,595000,3,1,3,140,Ipiranga,1,0,0,0,0
30,470000,3,0,2,150,Ipiranga,1,0,0,0,0
31,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
32,350000,2,0,1,120,Ipiranga,1,0,0,0,0
33,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
34,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
35,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
36,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
37,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
38,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
39,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
40,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
41,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
42,850000,3,1,3,167,Ipiranga,1,0,0,0,0
43,620000,3,0,3,200,Brás,1,0,0,0,0
44,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
45,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
46,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
47,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
48,957000,2,0,1,222,Ipiranga,1,0,0,0,0
49,636000,2,0,3,216,Ipiranga,1,0,0,0,0
50,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
51,595000,3,1,3,140,Ipiranga,1,0,0,0,0
52,470000,3,0,2,150,Ipiranga,1,0,0,0,0
53,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
54,350000,2,0,1,120,Ipiranga,1,0,0,0,0
55,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
56,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
57,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
58,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
59,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
60,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
61,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
62,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
63,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
64,850000,3,1,3,167,Ipiranga,1,0,0,0,0
65,620000,3,0,3,200,Brás,1,0,0,0,0
66,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
67,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
68,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
69,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
70,957000,2,0,1,222,Ipiranga,1,0,0,0,0
71,636000,2,0,3,216,Ipiranga,1,0,0,0,0
72,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
73,595000,3,1,3,140,Ipiranga,1,0,0,0,0
74,470000,3,0,2,150,Ipiranga,1,0,0,0,0
75,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
76,350000,2,0,1,120,Ipiranga,1,0,0,0,0
77,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
78,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
79,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
80,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
81,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
82,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
83,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
84,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
85,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
86,850000,3,1,3,167,Ipiranga,1,0,0,0,0
87,620000,3,0,3,200,Brás,1,0,0,0,0
88,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
89,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
90,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
91,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
92,957000,2,0,1,222,Ipiranga,1,0,0,0,0
93,636000,2,0,3,216,Ipiranga,1,0,0,0,0
94,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
95,595000,3,1,3,140,Ipiranga,1,0,0,0,0
96,470000,3,0,2,150,Ipiranga,1,0,0,0,0
97,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
98,350000,2,0,1,120,Ipiranga,1,0,0,0,0
99,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
100,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
101,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
102,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
103,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
104,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
105,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
106,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
107,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
108,850000,3,1,3,167,Ipiranga,1,0,0,0,0
109,620000,3,0,3,200,Brás,1,0,0,0,0
110,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
111,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
112,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
113,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
114,957000,2,0,1,222,Ipiranga,1,0,0,0,0
115,636000,2,0,3,216,Ipiranga,1,0,0,0,0
116,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
117,595000,3,1,3,140,Ipiranga,1,0,0,0,0
118,470000,3,0,2,150,Ipiranga,1,0,0,0,0
119,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
120,350000,2,0,1,120,Ipiranga,1,0,0,0,0
121,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
122,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
123,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
124,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
125,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
126,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
127,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
128,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
129,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
130,850000,3,1,3,167,Ipiranga,1,0,0,0,0
131,620000,3,0,3,200,Brás,1,0,0,0,0
132,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
133,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
134,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
135,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
136,957000,2,0,1,222,Ipiranga,1,0,0,0,0
137,636000,2,0,3,216,Ipiranga,1,0,0,0,0
138,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
139,595000,3,1,3,140,Ipiranga,1,0,0,0,0
140,470000,3,0,2,150,Ipiranga,1,0,0,0,0
141,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
142,350000,2,0,1,120,Ipiranga,1,0,0,0,0
143,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
144,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
145,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
146,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
147,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
148,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
149,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
150,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
151,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
152,850000,3,1,3,167,Ipiranga,1,0,0,0,0
153,620000,3,0,3,200,Brás,1,0,0,0,0
154,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
155,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
156,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
157,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
158,957000,2,0,1,222,Ipiranga,1,0,0,0,0
159,636000,2,0,3,216,Ipiranga,1,0,0,0,0
160,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
161,595000,3,1,3,140,Ipiranga,1,0,0,0,0
162,470000,3,0,2,150,Ipiranga,1,0,0,0,0
163,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
164,350000,2,0,1,120,Ipiranga,1,0,0,0,0
165,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
166,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
167,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
168,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
169,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
170,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
171,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
172,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
173,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
174,850000,3,1,3,167,Ipiranga,1,0,0,0,0
175,620000,3,0,3,200,Brás,1,0,0,0,0
176,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
177,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
178,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
179,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
180,957000,2,0,1,222,Ipiranga,1,0,0,0,0
181,636000,2,0,3,216,Ipiranga,1,0,0,0,0
182,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
183,595000,3,1,3,140,Ipiranga,1,0,0,0,0
184,470000,3,0,2,150,Ipiranga,1,0,0,0,0
185,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
186,350000,2,0,1,120,Ipiranga,1,0,0,0,0
187,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
188,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
189,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
190,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
191,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
192,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
193,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
194,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
195,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
196,850000,3,1,3,167,Ipiranga,1,0,0,0,0
197,620000,3,0,3,200,Brás,1,0,0,0,0
198,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
199,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
200,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
201,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
202,957000,2,0,1,222,Ipiranga,1,0,0,0,0
203,636000,2,0,3,216,Ipiranga,1,0,0,0,0
204,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
205,595000,3,1,3,140,Ipiranga,1,0,0,0,0
206,470000,3,0,2,150,Ipiranga,1,0,0,0,0
207,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
208,350000,2,0,1,120,Ipiranga,1,0,0,0,0
209,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
210,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
211,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
212,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
213,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
214,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
215,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
216,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
217,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
218,850000,3,1,3,167,Ipiranga,1,0,0,0,0
219,620000,3,0,3,200,Brás,1,0,0,0,0
220,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
221,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
222,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
223,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
224,957000,2,0,1,222,Ipiranga,1,0,0,0,0
225,636000,2,0,3,216,Ipiranga,1,0,0,0,0
226,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
227,595000,3,1,3,140,Ipiranga,1,0,0,0,0
228,470000,3,0,2,150,Ipiranga,1,0,0,0,0
229,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
230,350000,2,0,1,120,Ipiranga,1,0,0,0,0
231,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
232,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
233,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
234,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
235,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
236,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
237,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
238,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
239,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
240,850000,3,1,3,167,Ipiranga,1,0,0,0,0
241,620000,3,0,3,200,Brás,1,0,0,0,0
242,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
243,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
244,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
245,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
246,957000,2,0,1,222,Ipiranga,1,0,0,0,0
247,636000,2,0,3,216,Ipiranga,1,0,0,0,0
248,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
249,595000,3,1,3,140,Ipiranga,1,0,0,0,0
250,470000,3,0,2,150,Ipiranga,1,0,0,0,0
251,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
252,350000,2,0,1,120,Ipiranga,1,0,0,0,0
253,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
254,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
255,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
256,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
257,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
258,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
259,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
260,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
261,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
262,850000,3,1,3,167,Ipiranga,1,0,0,0,0
263,620000,3,0,3,200,Brás,1,0,0,0,0
264,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
265,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
266,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
267,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
268,957000,2,0,1,222,Ipiranga,1,0,0,0,0
269,636000,2,0,3,216,Ipiranga,1,0,0,0,0
270,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
271,595000,3,1,3,140,Ipiranga,1,0,0,0,0
272,470000,3,0,2,150,Ipiranga,1,0,0,0,0
273,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
274,350000,2,0,1,120,Ipiranga,1,0,0,0,0
275,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
276,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
277,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
278,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
279,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
280,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
281,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
282,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
283,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
284,850000,3,1,3,167,Ipiranga,1,0,0,0,0
285,620000,3,0,3,200,Brás,1,0,0,0,0
286,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
287,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
288,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
289,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
290,957000,2,0,1,222,Ipiranga,1,0,0,0,0
291,636000,2,0,3,216,Ipiranga,1,0,0,0,0
292,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
293,595000,3,1,3,140,Ipiranga,1,0,0,0,0
294,470000,3,0,2,150,Ipiranga,1,0,0,0,0
295,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
296,350000,2,0,1,120,Ipiranga,1,0,0,0,0
297,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
298,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
299,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
300,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
301,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
302,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
303,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
304,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
305,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
306,850000,3,1,3,167,Ipiranga,1,0,0,0,0
307,620000,3,0,3,200,Brás,1,0,0,0,0
308,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
309,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
310,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
311,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
312,957000,2,0,1,222,Ipiranga,1,0,0,0,0
313,636000,2,0,3,216,Ipiranga,1,0,0,0,0
314,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
315,595000,3,1,3,140,Ipiranga,1,0,0,0,0
316,470000,3,0,2,150,Ipiranga,1,0,0,0,0
317,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
318,350000,2,0,1,120,Ipiranga,1,0,0,0,0
319,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
320,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
321,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
322,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
323,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
324,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
325,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
326,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
327,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
328,850000,3,1,3,167,Ipiranga,1,0,0,0,0
329,620000,3,0,3,200,Brás,1,0,0,0,0
330,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
331,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
332,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
333,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
334,957000,2,0,1,222,Ipiranga,1,0,0,0,0
335,636000,2,0,3,216,Ipiranga,1,0,0,0,0
336,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
337,595000,3,1,3,140,Ipiranga,1,0,0,0,0
338,470000,3,0,2,150,Ipiranga,1,0,0,0,0
339,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
340,350000,2,0,1,120,Ipiranga,1,0,0,0,0
341,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
342,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
343,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
344,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
345,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
346,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
347,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
348,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
349,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
350,850000,3,1,3,167,Ipiranga,1,0,0,0,0
351,620000,3,0,3,200,Brás,1,0,0,0,0
352,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
353,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
354,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
355,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
356,957000,2,0,1,222,Ipiranga,1,0,0,0,0
357,636000,2,0,3,216,Ipiranga,1,0,0,0,0
358,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
359,595000,3,1,3,140,Ipiranga,1,0,0,0,0
360,470000,3,0,2,150,Ipiranga,1,0,0,0,0
361,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
362,350000,2,0,1,120,Ipiranga,1,0,0,0,0
363,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
364,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
365,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
366,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
367,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
368,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
369,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
370,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
371,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
372,850000,3,1,3,167,Ipiranga,1,0,0,0,0
373,620000,3,0,3,200,Brás,1,0,0,0,0
374,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
375,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
376,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
377,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
378,957000,2,0,1,222,Ipiranga,1,0,0,0,0
379,636000,2,0,3,216,Ipiranga,1,0,0,0,0
380,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
381,595000,3,1,3,140,Ipiranga,1,0,0,0,0
382,470000,3,0,2,150,Ipiranga,1,0,0,0,0
383,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
384,350000,2,0,1,120,Ipiranga,1,0,0,0,0
385,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
386,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
387,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
388,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
389,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
390,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
391,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
392,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
393,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
394,850000,3,1,3,167,Ipiranga,1,0,0,0,0
395,620000,3,0,3,200,Brás,1,0,0,0,0
396,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
397,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
398,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
399,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
400,957000,2,0,1,222,Ipiranga,1,0,0,0,0
401,636000,2,0,3,216,Ipiranga,1,0,0,0,0
402,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
403,595000,3,1,3,140,Ipiranga,1,0,0,0,0
404,470000,3,0,2,150,Ipiranga,1,0,0,0,0
405,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
406,350000,2,0,1,120,Ipiranga,1,0,0,0,0
407,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
408,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
409,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
410,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
411,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
412,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
413,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
414,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
415,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
416,850000,3,1,3,167,Ipiranga,1,0,0,0,0
417,620000,3,0,3,200,Brás,1,0,0,0,0
418,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
419,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
420,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
421,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
422,957000,2,0,1,222,Ipiranga,1,0,0,0,0
423,636000,2,0,3,216,Ipiranga,1,0,0,0,0
424,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
425,595000,3,1,3,140,Ipiranga,1,0,0,0,0
426,470000,3,0,2,150,Ipiranga,1,0,0,0,0
427,4250000,4,4,4,500,Jardim Paulista,1,0,0,0,0
428,350000,2,0,1,120,Ipiranga,1,0,0,0,0
429,2258000,3,2,2,250,Higienópolis,1,0,0,0,0
430,480000,2,0,1,82,Jardim Internacional,1,0,0,0,0
431,2800000,3,1,2,203,Jardim Paulista,1,0,0,0,0
432,3500000,4,2,5,380,Pacaembu,1,0,0,0,0
433,5500000,5,5,5,600,Pacaembu,1,0,0,0,0
434,2800000,4,3,4,217,Pacaembu,1,0,0,0,0
435,2800000,3,1,4,250,Pacaembu,1,0,0,0,0
436,1900000,3,1,3,240,Pacaembu,1,0,0,0,0
437,8800000,4,4,4,504,Jardim Paulista,1,0,0,0,0
438,850000,3,1,3,167,Ipiranga,1,0,0,0,0
439,620000,3,0,3,200,Brás,1,0,0,0,0
440,2400000,4,3,6,293,Jardim Paulista,1,0,0,0,0
441,3200000,4,4,3,420,Pacaembu,1,0,0,0,0
442,3500000,4,1,5,301,Pacaembu,1,0,0,0,0
443,1500000,5,0,6,300,Ipiranga,1,0,0,0,0
444,957000,2,0,1,222,Ipiranga,1,0,0,0,0
445,636000,2,0,3,216,Ipiranga,1,0,0,0,0
446,749000,3,1,2,180,Vila Arapuã,1,0,0,0,0
447,595000,3,1,3,140,Ipiranga,1,0,0,0,0
448,470000,3,0,2,150,Ipiranga,1,0,0,0,0
