,preco,quartos,suites,vagas,m2,bairro,zona_centro,zona_leste,zona_norte,zona_oeste,zona_sul
14161,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14162,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14163,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14164,1950000,4,0,4,350,Butantã,0,0,0,1,0
14165,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14166,920000,3,2,2,161,Lapa,0,0,0,1,0
14167,415000,2,2,2,90,Pirituba,0,0,0,1,0
14168,6800000,4,4,12,600,Cidade Jardim,0,0,0,1,0
14169,12500000,3,2,4,700,Jardim Europa,0,0,0,1,0
14170,370000,2,0,1,100,Butantã,0,0,0,1,0
14171,710000,3,1,3,142,Pirituba,0,0,0,1,0
14172,545000,3,1,2,96,Butantã,0,0,0,1,0
14173,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14174,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14175,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14176,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14177,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14178,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14179,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14180,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14181,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14182,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14183,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14184,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14185,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14186,1950000,4,0,4,350,Butantã,0,0,0,1,0
14187,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14188,920000,3,2,2,161,Lapa,0,0,0,1,0
14189,415000,2,2,2,90,Pirituba,0,0,0,1,0
14190,16000000,4,0,6,938,Jardim América,0,0,0,1,0
14191,650000,3,3,2,272,Vila Madalena,0,0,0,1,0
14192,4300000,4,2,4,730,Butantã,0,0,0,1,0
14193,710000,3,1,3,142,Pirituba,0,0,0,1,0
14194,545000,3,1,2,96,Butantã,0,0,0,1,0
14195,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14196,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14197,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14198,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14199,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14200,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14201,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14202,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14203,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14204,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14205,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14206,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14207,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14208,1950000,4,0,4,350,Butantã,0,0,0,1,0
14209,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14210,920000,3,2,2,161,Lapa,0,0,0,1,0
14211,415000,2,2,2,90,Pirituba,0,0,0,1,0
14212,9500000,4,4,10,940,Cidade Jardim,0,0,0,1,0
14213,650000,3,3,2,272,Vila Madalena,0,0,0,1,0
14214,6800000,4,4,12,600,Cidade Jardim,0,0,0,1,0
14215,710000,3,1,3,142,Pirituba,0,0,0,1,0
14216,545000,3,1,2,96,Butantã,0,0,0,1,0
14217,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14218,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14219,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14220,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14221,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14222,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14223,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14224,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14225,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14226,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14227,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14228,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14229,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14230,1950000,4,0,4,350,Butantã,0,0,0,1,0
14231,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14232,920000,3,2,2,161,Lapa,0,0,0,1,0
14233,415000,2,2,2,90,Pirituba,0,0,0,1,0
14234,4900000,4,2,4,450,Alto de Pinheiros,0,0,0,1,0
14235,19900000,4,4,11,1280,Jardim América,0,0,0,1,0
14236,16000000,4,0,6,938,Jardim América,0,0,0,1,0
14237,710000,3,1,3,142,Pirituba,0,0,0,1,0
14238,545000,3,1,2,96,Butantã,0,0,0,1,0
14239,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14240,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14241,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14242,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14243,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14244,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14245,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14246,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14247,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14248,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14249,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14250,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14251,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14252,1950000,4,0,4,350,Butantã,0,0,0,1,0
14253,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14254,920000,3,2,2,161,Lapa,0,0,0,1,0
14255,415000,2,2,2,90,Pirituba,0,0,0,1,0
14256,3200000,4,4,3,420,Pacaembu,0,0,0,1,0
14257,4300000,4,2,4,730,Butantã,0,0,0,1,0
14258,970000,3,1,2,140,Parque da Lapa,0,0,0,1,0
14259,710000,3,1,3,142,Pirituba,0,0,0,1,0
14260,545000,3,1,2,96,Butantã,0,0,0,1,0
14261,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14262,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14263,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14264,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14265,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14266,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14267,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14268,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14269,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14270,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14271,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14272,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14273,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14274,1950000,4,0,4,350,Butantã,0,0,0,1,0
14275,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14276,920000,3,2,2,161,Lapa,0,0,0,1,0
14277,415000,2,2,2,90,Pirituba,0,0,0,1,0
14278,20500000,4,4,10,950,Jardim Europa,0,0,0,1,0
14279,370000,2,0,1,100,Butantã,0,0,0,1,0
14280,490000,3,3,3,125,Butantã,0,0,0,1,0
14281,710000,3,1,3,142,Pirituba,0,0,0,1,0
14282,545000,3,1,2,96,Butantã,0,0,0,1,0
14283,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14284,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14285,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14286,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14287,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14288,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14289,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14290,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14291,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14292,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14293,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14294,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14295,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14296,1950000,4,0,4,350,Butantã,0,0,0,1,0
14297,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14298,920000,3,2,2,161,Lapa,0,0,0,1,0
14299,415000,2,2,2,90,Pirituba,0,0,0,1,0
14300,490000,3,3,3,125,Butantã,0,0,0,1,0
14301,370000,2,0,1,100,Butantã,0,0,0,1,0
14302,560000,3,1,1,120,Pirituba,0,0,0,1,0
14303,710000,3,1,3,142,Pirituba,0,0,0,1,0
14304,545000,3,1,2,96,Butantã,0,0,0,1,0
14305,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14306,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14307,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14308,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14309,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14310,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14311,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14312,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14313,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14314,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14315,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14316,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14317,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14318,1950000,4,0,4,350,Butantã,0,0,0,1,0
14319,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14320,920000,3,2,2,161,Lapa,0,0,0,1,0
14321,415000,2,2,2,90,Pirituba,0,0,0,1,0
14322,3200000,4,4,3,420,Pacaembu,0,0,0,1,0
14323,16000000,4,0,6,938,Jardim América,0,0,0,1,0
14324,9500000,4,4,10,940,Cidade Jardim,0,0,0,1,0
14325,710000,3,1,3,142,Pirituba,0,0,0,1,0
14326,545000,3,1,2,96,Butantã,0,0,0,1,0
14327,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14328,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14329,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14330,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14331,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14332,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14333,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14334,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14335,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14336,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14337,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14338,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14339,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14340,1950000,4,0,4,350,Butantã,0,0,0,1,0
14341,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14342,920000,3,2,2,161,Lapa,0,0,0,1,0
14343,415000,2,2,2,90,Pirituba,0,0,0,1,0
14344,2400000,4,3,6,293,Jardim Paulista,0,0,0,1,0
14345,560000,3,1,1,120,Pirituba,0,0,0,1,0
14346,380000,3,1,3,93,Butantã,0,0,0,1,0
14347,710000,3,1,3,142,Pirituba,0,0,0,1,0
14348,545000,3,1,2,96,Butantã,0,0,0,1,0
14349,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14350,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14351,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14352,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14353,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14354,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14355,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14356,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14357,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14358,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14359,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14360,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14361,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14362,1950000,4,0,4,350,Butantã,0,0,0,1,0
14363,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14364,920000,3,2,2,161,Lapa,0,0,0,1,0
14365,415000,2,2,2,90,Pirituba,0,0,0,1,0
14366,289000,2,0,2,63,Butantã,0,0,0,1,0
14367,3200000,3,3,2,674,Vila Morumbi,0,0,0,1,0
14368,3500000,4,1,5,301,Pacaembu,0,0,0,1,0
14369,710000,3,1,3,142,Pirituba,0,0,0,1,0
14370,545000,3,1,2,96,Butantã,0,0,0,1,0
14371,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14372,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14373,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14374,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14375,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14376,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14377,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14378,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14379,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14380,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14381,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14382,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14383,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14384,1950000,4,0,4,350,Butantã,0,0,0,1,0
14385,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14386,920000,3,2,2,161,Lapa,0,0,0,1,0
14387,415000,2,2,2,90,Pirituba,0,0,0,1,0
14388,16000000,4,0,6,938,Jardim América,0,0,0,1,0
14389,380000,3,1,3,93,Butantã,0,0,0,1,0
14390,650000,3,3,2,272,Vila Madalena,0,0,0,1,0
14391,710000,3,1,3,142,Pirituba,0,0,0,1,0
14392,545000,3,1,2,96,Butantã,0,0,0,1,0
14393,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14394,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14395,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14396,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14397,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14398,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14399,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14400,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14401,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14402,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14403,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14404,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14405,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14406,1950000,4,0,4,350,Butantã,0,0,0,1,0
14407,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14408,920000,3,2,2,161,Lapa,0,0,0,1,0
14409,415000,2,2,2,90,Pirituba,0,0,0,1,0
14410,6800000,4,4,12,600,Cidade Jardim,0,0,0,1,0
14411,3500000,4,1,5,301,Pacaembu,0,0,0,1,0
14412,20500000,4,4,10,950,Jardim Europa,0,0,0,1,0
14413,710000,3,1,3,142,Pirituba,0,0,0,1,0
14414,545000,3,1,2,96,Butantã,0,0,0,1,0
14415,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14416,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14417,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14418,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14419,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14420,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14421,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14422,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14423,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14424,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14425,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14426,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14427,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14428,1950000,4,0,4,350,Butantã,0,0,0,1,0
14429,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14430,920000,3,2,2,161,Lapa,0,0,0,1,0
14431,415000,2,2,2,90,Pirituba,0,0,0,1,0
14432,800000,4,2,6,250,Parque São Domingos,0,0,0,1,0
14433,1480000,3,1,4,300,Perdizes,0,0,0,1,0
14434,3200000,4,4,3,420,Pacaembu,0,0,0,1,0
14435,710000,3,1,3,142,Pirituba,0,0,0,1,0
14436,545000,3,1,2,96,Butantã,0,0,0,1,0
14437,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14438,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14439,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14440,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14441,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14442,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14443,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14444,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14445,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14446,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14447,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14448,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14449,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14450,1950000,4,0,4,350,Butantã,0,0,0,1,0
14451,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14452,920000,3,2,2,161,Lapa,0,0,0,1,0
14453,415000,2,2,2,90,Pirituba,0,0,0,1,0
14454,32000000,5,5,10,915,Jardim América,0,0,0,1,0
14455,16000000,4,0,6,938,Jardim América,0,0,0,1,0
14456,970000,3,1,2,140,Parque da Lapa,0,0,0,1,0
14457,710000,3,1,3,142,Pirituba,0,0,0,1,0
14458,545000,3,1,2,96,Butantã,0,0,0,1,0
14459,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14460,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14461,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14462,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14463,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14464,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14465,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14466,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14467,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14468,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14469,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14470,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14471,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14472,1950000,4,0,4,350,Butantã,0,0,0,1,0
14473,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14474,920000,3,2,2,161,Lapa,0,0,0,1,0
14475,415000,2,2,2,90,Pirituba,0,0,0,1,0
14476,32000000,5,5,10,915,Jardim América,0,0,0,1,0
14477,490000,3,1,2,130,Parque São Domingos,0,0,0,1,0
14478,1480000,3,1,4,300,Perdizes,0,0,0,1,0
14479,710000,3,1,3,142,Pirituba,0,0,0,1,0
14480,545000,3,1,2,96,Butantã,0,0,0,1,0
14481,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14482,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14483,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14484,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14485,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14486,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14487,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14488,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14489,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14490,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14491,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14492,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14493,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14494,1950000,4,0,4,350,Butantã,0,0,0,1,0
14495,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14496,920000,3,2,2,161,Lapa,0,0,0,1,0
14497,415000,2,2,2,90,Pirituba,0,0,0,1,0
14498,3200000,4,4,3,420,Pacaembu,0,0,0,1,0
14499,490000,3,3,3,125,Butantã,0,0,0,1,0
14500,1990000,4,4,8,630,Cidade Jardim,0,0,0,1,0
14501,710000,3,1,3,142,Pirituba,0,0,0,1,0
14502,545000,3,1,2,96,Butantã,0,0,0,1,0
14503,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14504,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14505,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14506,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14507,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14508,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14509,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14510,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14511,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14512,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14513,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14514,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14515,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14516,1950000,4,0,4,350,Butantã,0,0,0,1,0
14517,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14518,920000,3,2,2,161,Lapa,0,0,0,1,0
14519,415000,2,2,2,90,Pirituba,0,0,0,1,0
14520,32000000,5,5,10,915,Jardim América,0,0,0,1,0
14521,490000,3,3,3,125,Butantã,0,0,0,1,0
14522,4900000,4,2,4,450,Alto de Pinheiros,0,0,0,1,0
14523,710000,3,1,3,142,Pirituba,0,0,0,1,0
14524,545000,3,1,2,96,Butantã,0,0,0,1,0
14525,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14526,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14527,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14528,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14529,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14530,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14531,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14532,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14533,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14534,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14535,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14536,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14537,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14538,1950000,4,0,4,350,Butantã,0,0,0,1,0
14539,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14540,920000,3,2,2,161,Lapa,0,0,0,1,0
14541,415000,2,2,2,90,Pirituba,0,0,0,1,0
14542,12500000,3,2,4,700,Jardim Europa,0,0,0,1,0
14543,2400000,4,3,6,293,Jardim Paulista,0,0,0,1,0
14544,9500000,4,4,10,940,Cidade Jardim,0,0,0,1,0
14545,710000,3,1,3,142,Pirituba,0,0,0,1,0
14546,545000,3,1,2,96,Butantã,0,0,0,1,0
14547,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14548,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14549,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14550,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14551,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14552,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14553,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14554,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14555,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14556,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14557,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14558,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14559,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14560,1950000,4,0,4,350,Butantã,0,0,0,1,0
14561,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14562,920000,3,2,2,161,Lapa,0,0,0,1,0
14563,415000,2,2,2,90,Pirituba,0,0,0,1,0
14564,19900000,4,4,11,1280,Jardim América,0,0,0,1,0
14565,560000,3,1,1,120,Pirituba,0,0,0,1,0
14566,1480000,3,1,4,300,Perdizes,0,0,0,1,0
14567,710000,3,1,3,142,Pirituba,0,0,0,1,0
14568,545000,3,1,2,96,Butantã,0,0,0,1,0
14569,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14570,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14571,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14572,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
14573,650000,2,0,2,120,Vila dos Remédios,0,0,0,1,0
14574,1300000,3,1,2,150,Vila Madalena,0,0,0,1,0
14575,480000,4,1,2,180,Jaguaré,0,0,0,1,0
14576,850000,3,0,8,230,Parque Continental,0,0,0,1,0
14577,2700000,4,4,6,360,Jardim Guedala,0,0,0,1,0
14578,3500000,4,1,4,420,Perdizes,0,0,0,1,0
14579,550000,4,1,2,200,Jardim Maristela,0,0,0,1,0
14580,2750000,4,3,3,240,Jardim Paulistano,0,0,0,1,0
14581,749000,3,1,2,180,Vila Arapuã,0,0,0,1,0
14582,1950000,4,0,4,350,Butantã,0,0,0,1,0
14583,590000,3,0,5,240,Chácara Inglesa,0,0,0,1,0
14584,920000,3,2,2,161,Lapa,0,0,0,1,0
14585,415000,2,2,2,90,Pirituba,0,0,0,1,0
14586,6800000,4,4,12,600,Cidade Jardim,0,0,0,1,0
14587,380000,3,1,3,93,Butantã,0,0,0,1,0
14588,650000,3,3,2,272,Vila Madalena,0,0,0,1,0
14589,710000,3,1,3,142,Pirituba,0,0,0,1,0
14590,545000,3,1,2,96,Butantã,0,0,0,1,0
14591,1280000,2,0,2,132,Sumarezinho,0,0,0,1,0
14592,550000,6,4,2,200,Jardim Ester,0,0,0,1,0
14593,1380000,3,1,4,134,Jardim Vera Cruz,0,0,0,1,0
14594,420000,3,1,3,128,Vila Moraes,0,0,0,1,0
